"Main_business","Product_type","Product_name","Business_range","scrapy_time","code"
"第三方物流业务、供应链管理业务、物流园区经营业务和物流金融监管业务。","第三方物流、供应链管理、物流园区经营、物流金融","第三方物流    、供应链管理    、物流园区经营    、物流金融","道路普通货物运输，大型物件运输（二类），大型物件运输（四类），国际道路普通货物运输；道路货运站（场）经营；煤炭批发。国内道路货物专用运输（集装箱），国内道路货物专用运输（冷藏保鲜），国际道路货物专用运输（集装箱），国际道路货物专用运输（冷藏保鲜），国际道路大型物件运输。铁路、公路货物运输代理；装卸、搬运服务；国内劳务输出；国际货运代理；物流园管理服务；仓储服务；综合物流服务；供应链管理及相关配套服务；停车服务；过磅服务；物流配送服务；货运信息、商务信息咨询；货物与技术的进出口业务；化工原料（危险化学品除外），焦炭，矿产品，铁精粉，生铁，化肥，建材，金属制品，油田物资，石油制品，农机，轮胎，有色金属，铜精粉，锌粉，铝粉，铝锭，木材，饲料，纺织原料，化纤制品，钢材，玉米，棉花，果蔬，麦子，有机肥，包装种子，肉类的销售；工程机械租赁，房屋租赁；道路普通货物运输（无车承运），无船承运业务；货运信息、商务信息咨询；信息技术咨询，软件开发；网络技术开发；互联网信息服务；信息技术服务，计算机系统集成，计算机软硬件的销售，建筑安装工程，货物与技术的进出口业务。","2020-02-26 17:06:45","002800"
"医药纸盒包装产品的设计、生产及销售，并兼营酒类、食品彩盒和瓦楞纸箱业务","医药纸盒、其他纸盒、酒类食品彩盒、瓦楞纸箱、移动互联网广告、废纸销售、房屋租赁","医药纸盒    、其他纸盒    、酒类食品彩盒    、瓦楞纸箱    、移动互联网广告    、废纸销售    、房屋租赁","包装装潢设计、生产和加工各类包装材料;包装装潢印刷品印刷;销售本企业产品;研究与开发在包装领域的新产品;移动网络广告的设计、制作、代理;印刷包装行业的供应链管理;计算机系统集成服务;软件开发;仓储服务;普通货物道路运输。(以上经营范围不涉及自由贸易试验区外商投资准入特别管理措施范围内的项目。)(依法须经批准的项目,经相关部门批准后方可开展经营活动)","2020-02-26 17:06:51","002799"
"微电机、风机的研发、生产和销售","冷柜电机、外转子风机、ECM电机、伺服电机、汽车空调机组","冷柜电机    、外转子风机    、ECM电机    、伺服电机    、汽车空调机组","电机、风机、微特电机、驱动与控制器、机器人与自动化装备、泵、新能源汽车零部件的研发、生产、销售。货物、技术进出口(法律、行政法规禁止的项目除外,法律、行政法规限制的项目在取得许可后方可经营)(依法需经批准的项目,经相关部门批准后方开展经营活动)","2020-02-26 17:06:53","002801"
"特种氯乙烯共聚物的研发、生产和销售。","乙烯基二元共聚树脂、含羧基的乙烯基三元共聚树脂、含羟基的乙烯基三元共聚树脂、氯乙烯共聚乳液","乙烯基二元共聚树脂    、含羧基的乙烯基三元共聚树脂    、含羟基的乙烯基三元共聚树脂    、氯乙烯共聚乳液","氯乙烯—醋酸乙烯共聚树脂和氯乙烯共聚乳液的研发、技术咨询、技术服务、技术转让、制造与销售；塑料制品的研发、技术咨询、技术服务、技术转让与销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:06:54","002802"
"包装业务及互联网","彩色包装纸盒、彩色包装箱、塑料软包、环保纸袋、电子商务","彩色包装纸盒    、彩色包装箱    、塑料软包    、环保纸袋    、电子商务","专业化设计服务;包装装潢及其他印刷;本册印制;广告的设计、制作、代理、发布;塑料薄膜制造;其他塑料制品制造;其他未列明制造业(不含须经许可审批的项目);其他化工产品批发(不含危险化学品和监控化学品);其他未列明批发业(不含需经许可审批的经营项目);其他未列明零售业(不含需经许可审批的项目);印刷专用设备制造;其他专用设备制造(不含需经许可审批的项目);其他未列明专业设备修理(不含需经许可审批的项目);经营各类商品和技术的进出口(不另附进出口商品目录),但国家限定公司经营或禁止进出口的商品及技术除外;其他未列明专业技术服务业(不含需经许可审批的事项)。","2020-02-26 17:06:56","002803"
"草酸系列产品(包括工业草酸、精制草酸及草酸衍生品)的研发、生产和销售","草酸、硝酸钠","工业草酸    、精制草酸    、草酸衍生品    、硝酸钠","硝酸、硝酸钠生产、销售（有效期限以许可证为准）；普通货运（有效期限以许可证为准）；草酸生产、销售；经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 17:07:00","002805"
"铝电解电容器之关键原材料电极箔的研发、生产及销售","电极箔、功率转换集成控制器、整车控制器、高压配件","电极箔    、功率转换集成控制器    、整车控制器    、高压配件","从事电解电容器原材料腐蚀赋能铝箔及元器件专用材料、电子元器件产品、高效聚合氯化铝铁净水剂及高效脱色剂、污水处理剂产品的开发、生产、销售和进出口业务;新能源汽车的技术开发、技术推广、技术转让、技术咨询、技术服务;工程和技术研究与试验发展;电动汽车用整车控制器、电驱动与传动系统、功率转换集成控制器、动力电池系统、燃料电池系统及其附件产品研发(含样机制造、检测);生产、销售电动汽车用整车控制器、电驱动与传动系统、功率转换集成控制器、动力电池系统、燃料电池系统等关键零部件及其附件产品;销售:汽车的研发设备、检测设备、生产设备,电子产品,电力储能系统产品,电动汽车基础设施,计算机、软件及辅助设备;货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外);软件开发;仪器仪表维修。","2020-02-26 17:07:01","002806"
"激光OPC鼓系列产品的研发、生产和销售。","激光有机光导鼓系列产品","激光OPC鼓","有机光导鼓系列产品、墨粉、粉盒及相关衍生产品的生产、经营;研发、生产、销售：光电子器件与组件、计算机及其周边设备;自营和代理各类商品及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","2020-02-26 17:07:05","002808"
"吸收公众存款;发放短期,中期和长期贷款;办理国内结算;办理票据承兑与贴现等金融业务。","公司贷款、公司存款、中间业务及服务、国际业务、个人银行业务产品和服务、资金业务","公司贷款    、公司存款    、中间业务及服务    、国际业务    、个人银行业务产品和服务    、资金业务","吸收公众存款;发放短期、中期和长期贷款;办理国内结算,办理票据承兑与贴现;代理收付款项及代理保险业务,代理发行、代理兑付、承销政府债券,从事银行卡业务,提供信用证服务与担保;买卖政府债券和金融债券;从事同业拆借;提供保管箱服务;外汇存款;外汇贷款;外汇汇款;外币兑换;结汇、售汇;资信调查、咨询、见证业务;代客外汇买卖业务;经银行业监督管理机构批准的其他业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","2020-02-26 17:07:09","002807"
"水溶性高分子化合物产品的研发、生产和销售","纤维素醚","建材级纤维素醚（HPMC）    、医药纤维素醚（HPMC）    、食品级纤维素醚（HPMC）","化工防腐设备、换热器设备、金属结构件的制造、销售、安装;机械设备及电器的安装;水溶性高分子化合物系列产品、双丙酮丙烯酰胺产品、食品添加剂的生产、销售(凭许可证经营);副产品工业盐、硫酸铵的销售;资格证书范围内自营进出口业务。","2020-02-26 17:07:11","002810"
"研发、生产、销售和技术服务为一体的混凝土外加剂专业制造","萘系减水剂、聚羧酸系减水剂","萘系减水剂    、聚羧酸系减水剂    、其他外加剂    、水泥","生产、销售：混凝土外加剂、化学助剂与专项化学用品；从事水泥、粉煤灰的批发、佣金代理（拍卖除外）；货物进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)","2020-02-26 17:07:17","002809"
"提供多种包装印刷产品、包装制品及服务；锂电池隔离膜、铝塑膜、水处理膜等领域","烟标印刷、无菌包装产品、特种包装纸、膜类产品","烟标印刷    、无菌包装产品    、特种包装纸    、膜类产品","包装装潢及其他印刷品印刷；商品商标印制（含烟草、药品商标），商标设计；包装盒生产、加工、销售；彩色印刷；纸制品（不含造纸）、塑料制品及其他配套产品的生产、加工、销售；生产、加工、销售印刷用原料、辅料；生产、加工、销售塑料薄膜、改性塑料；生产、加工、销售镭射转移纸、金银卡纸、液体包装纸、电化铝、高档包装纸；生产、加工、销售防伪标识、防伪材料；包装机械、包装机械零配件的设计、制造、加工、销售；生产、加工、销售新能源材料以及相应新技术、新产品开发；货物进出口（国家限制和禁止的项目除外）。（以上项目不涉及外商投资准入特别管理措施）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 17:07:21","002812"
