股票代码,产品类型
002841,液晶显示主控板卡
002841,交互智能平板
002842,氧化钨
002842,钨粉
002842,碳化钨粉
002842,钨合金粉
002842,钨硬质合金
002843,复合钢带
002843,带锯条
002845,光电子器件
002846,干粉易开盖
002846,罐头易开盖
002846,饮料易开盖
002846,日化用品易开盖
002846,其他产品
002847,干杂类
002847,烘焙类
002847,果干类
002849,IC卡智能燃气表
002849,远传燃气表
002849,电子式燃气表
002850,锂电池结构件
002850,汽车结构件
002850,其他结构件
002851,智能家电电控产品
002851,电力电子
002852,菜籽油系列包装油
002852,菜籽调和油系列包装油
002852,其他系列包装油
002852,粕类
002852,散装油
002853,定制橱柜
002853,定制衣柜
002855,精密模具
002855,精密结构件
002856,公共装修
002856,住宅装修
002856,幕墙装修
002856,设计业务
002857,电能表标准与校验装置
002857,电能计量配套产品
002858,赛车场经营
002858,赛事经营
002858,赛车队经营
002858,汽车推广活动
002859,纸质载带
002859,胶带
002859,塑料载带
002859,转移胶带
002860,保护器
002860,起动器
002860,接线柱
002860,组合式两器
002860,温控器
002820,休闲食品
002861,声学零件
002861,耳机
002861,数据线
002862,玩具
002863,铝合金车轮
002865,汽车零配件业务
002864,盘龙七片
002864,金茵利胆胶囊
002864,克比热提片
002864,复方醋酸棉酚片及原料药
002864,盘龙七药酒
002864,小儿麦枣咀嚼片
002864,小儿咽扁颗粒
002866,电子信息零组件
002868,杆菌肽类产品
002868,硫酸黏菌素产品
002868,食品添加剂
002868,饲料添加剂
002868,生物农药
002867,素金首饰
002867,镶嵌首饰
002867,其他首饰
002867,加盟管理服务
002867,加盟品牌
002867,供应链服务
002867,小贷金融
002870,家用健康产品
002870,商用称重产品
002870,智能测量产品
002870,自动化设备产品
002869,高速公路ETC设备
002869,智慧停车场设备
002871,阀门
002871,过滤器
002871,阀门零件及管件
002872,自制口服固体制剂
002872,自制大容量注射液
002872,外购品
002873,中成药
002875,童装
002876,TFT系列
002876,黑白系列偏光片
002877,智能控制阀
002880,人血白蛋白
002880,免疫球蛋白
002880,凝血因子
002879,超高压电缆附件
002879,高压电缆附件
002879,中低压电缆附件
002881,4G技术行业应用
002881,精密组件
002883,规划咨询
002883,勘察设计
002883,工程监理
002883,项目管理
002882,电线
002882,电缆
002884,塑料卫浴泵
002884,不锈钢泵
002884,通用泵
002886,工程塑料合金
002886,改性通用塑料
002885,电子元器件
002887,生态修复项目
002887,市政绿化项目
002887,地产景观
002888,音响设备
002888,扬声器
002889,供应链管理服务
002890,中
002890,大马力拖拉机液压提升器
002891,宠物零食
002891,宠物罐头
002891,宠物干粮
002893,热力供应
002893,节能技术服务
002892,微特电机
002896,减速器
002896,减速电机
002895,磷化工
002897,通讯连接器产品
002897,消费电子连接器产品
002898,化学药品
002900,冻干粉针剂
002900,小容量注射剂
002900,大输液
002900,固体制剂
002900,医疗器械
002900,化妆品
002900,进出口贸易
002900,原料药
002899,商用健身产品
002899,家用健身产品
002899,户外健身产品
002902,通信磁性元器件
002902,通信光电部件
002902,通信供电系统设备
002902,通信电源适配器
002901,骨科创伤类植入耗材
002901,脊柱类植入耗材及神经外科类植入耗材
002901,微创外科耗材
002903,数控磨床
002903,数控研磨抛光机
002903,智能装备系列
002906,汽车电子产品
002906,精密电子部件产品
002906,精密压铸产品
002906,LED照明产品
002907,医药工业
002907,医药商业
002907,医药零售
002908,社保卡
002908,社保服务终端
002908,社保信息化服务解决方案
002908,身份证服务终端及解决方案
002909,密封胶
002909,涂料
002911,天然气
002910,乳制品
002913,PCB硬板
002912,宽带网产品
002912,移动网产品
002912,网络内容安全产品
002912,大数据运营产品
002916,印制电路板
002916,封装基板
002916,电子装联产品
002915,2.3.4.5-四氟苯系列
002915,氟氯苯乙酮系列
002915,哌嗪系列
002915,2.3.5.6-四氟苯系列
002915,BMMI
002917,成套工艺技术
002917,智能装备
002917,软件系统
002917,工业炸药
002917,工业炸药关键原辅材料
002918,陶瓷砖
002918,陶瓷薄板
002918,陶瓷薄砖
002920,汽车电子产品
002919,日化用品
002919,印刷品
002922,LED照明电源
002922,低压卤素灯电源
002922,景观灯电器箱
002922,工业控制用变压器
002922,新能源用变压器
002921,乘用车零件
002921,农机/工程机械零件
002921,商用车零件
002921,压缩机零件
002923,制剂类产品
002923,原料药及医药中间体产品
002925,智能控制产品部件
002925,创新消费电子产品
002925,汽车电子产品
002925,技术研发服务
002926,证券经纪业务
002926,投资银行业务
002926,自营投资业务
002926,资产管理业务
002926,期货业务
002927,配电电器
002927,电源电器
002927,终端电器
002927,控制电器
002927,成套设备
002927,消防设备
002927,新能源充电设备
002928,航空运输服务
002930,仓储综合服务
002930,物流链管理服务
002930,中转
002930,商业保理服务
002931,园林机械零部件
002931,汽车零部件
002932,快速诊断试剂
002932,快速检测仪器
002932,检验服务
002932,代理产品
002932,软件产品
002932,技术服务
002933,机载悬挂装置
002933,机载发射装置
002933,飞机信息管理系统
002933,飞机信息记录系统
002933,综合测试系统
002933,综合保障系统
002933,军用自主可控计算机
002933,技术服务
002935,北斗卫星应用产品
002935,时间频率产品
002936,公司银行业务
002936,零售银行业务
002936,资金业务
002937,模具产品
002937,精密电子零部件
002938,通讯用板
002938,消费电子及计算机用板
002938,其他领域用板
002939,经纪业务
002939,投资银行业务
002939,资产管理业务
002939,证券投资及交易业务
002941,施工业
002941,材料销售
002941,勘测设计与试验检测
002941,租赁运输
002942,化学农药原药及制剂
002942,精细化工中间体
002943,多线切割机
002943,研磨抛光机
002945,证券经纪业务
002945,投资银行业务
002945,信用业务
002945,资产管理业务
002945,证券自营业务
002940,医药制造
002946,液体乳
002946,奶粉
002947,消费电子功能性器件
002947,消费电子防护产品
002947,消费电子外盒保护膜
002948,理财产品
002948,小企业业务
002948,票据业务
002950,包扎护理类
002950,手术/外科类
002950,感染防护类
002950,组合包类
002949,居住建筑设计
002949,公共建筑设计
002949,商业综合体设计
002949,工程造价咨询
002949,工程总承包
002949,全过程工程咨询
002952,液晶显示模组
002952,液晶显示屏
002951,烟标
002953,橡套类电线电缆
002955,智能交互显示产品
002955,智能视听解决方案
002957,自动化设备
002957,自动化设备配件
002957,精密零部件
002957,技术服务
002956,纯燕系列燕麦片
002956,复合系列燕麦片
002958,公司贷款
002958,公司存款
002958,中间业务
002958,国际贸易融资及结算服务
002959,厨房小家电
002959,生活小家电
002959,其他小家电
002961,手续费
002961,投资
002961,公允价值变动
002960,火灾自动报警及联动控制系统
002960,电气火灾监控系统
002960,自动气体灭火系统
002960,气体检测监控系统
002962,红外截止滤光片
002962,生物识别滤光片
002965,精密冲压模具
002965,金属结构件
002963,照明工程施工
002963,照明工程设计
002963,照明产品
002966,公司业务
002966,个人业务
002966,资金业务
002966,其他业务
002968,综合物业管理服务
002968,专项物业管理服务
002967,计量服务
002967,检测服务
002967,检测装备研发
002969,食品饮料包装容器
002969,灌装服务
003816,电力
300002,软件与信息技术服务
300002,互联网游戏
300001,铁路系统
300001,电力系统
300001,煤炭系统
300001,EPC 光伏
300004,通风与空气处理系统集成业务
300004,特种材料及能源工程管件装备
300003,医疗器械
300003,药品
300003,制剂
300003,医疗服务
300003,新型医疗业态
300005,户外用品
300005,旅行服务
300005,体育业务
300006,抗感染类
300006,特色专科类
300006,中成药及饮片类
300006,大输液类
300006,药品销售
300006,医药流通
300007,传感器
300007,智能仪表
300007,物联网综合解决方案
300008,服务业
300008,制造业
300008,批发零售业
300010,信息技术服务
300009,基因工程药
300009,外用贴膏
300011,车辆设备
300011,地面设备
300012,技术服务
300014,锂原电池
300014,锂离子电池
300013,仓储及仓储增值服务
300013,代理报关服务
300013,服务及软件
300013,设备销售
300016,对比剂
300016,九味镇心颗粒
300016,降糖药
300015,屈光项目
300015,白内障项目
300015,眼前段项目
300015,眼后段项目
300015,视光服务项目
300017,分发网络业务
300017,互联网数据中心业务
300017,云计算
300017,软件开发
300018,电力故障录波装置
300018,时间同步装置和变电站综合自动化装置
300018,智能配网设备
300018,智能电网测试仪器仪表
300019,化工产品销售
300019,防腐材料及工程
300019,化工设备制造
300020,智慧交通
300020,智慧医疗
300020,智慧城市
300021,节水灌溉
300021,农业种植
300021,节水工程施工
300021,节水工程设计
300022,农业机械
300023,石油钻采自动化产品及服务
300023,环保工程设计与施工
300023,融资租赁
300024,智能装备
300025,网络优化
300025,网络建设
300025,网络维护
300025,系统产品的销售，IDC
300025,云计算服务
300026,配方颗粒
300026,成品药
300026,医疗健康服务
300026,原辅料
300026,医疗器械
300029,单晶炉及炉体
300029,多晶炉
300029,宝石炉切割机
300029,切方机
300029,研磨机
300029,热场
300029,药机
300029,配件
300029,租赁
300029,材料销售
300027,影视娱乐
300027,品牌授权及实景娱乐
300027,互联网娱乐
300030,真空采血管
300030,仪器
300030,试剂
300030,融资租赁
300030,软件产品及服务
300032,电子元器件
300031,手机游戏产品
300031,输送带
300031,传输维护服务
300033,增值电信服务
300033,软件销售及维护
300033,广告及互联网业务推广服务
300033,基金销售及其他交易
300034,铸造高温合金
300034,变形高温合金
300034,新型高温合金
300036,软件
300035,磁电装备
300035,锂电负极
300037,电子化学品
300039,针剂
300039,胶囊剂
300039,片剂
300038,智慧营销业务
300038,数据智能应用与服务
300038,智能通信物联网业务
300040,高压变频系统
300040,电气控制及自动化产品
300040,直流电源系统
300040,变压器产品
300040,新能源业务
300040,升压站
300040,电力工程
300040,发电收入
300041,高性能有机硅胶
300041,聚氨酯胶
300041,厌氧胶
300041,环氧树脂胶
300041,耐高温无机胶
300041,UV系胶
300041,高分子液体密封胶
300041,丙烯酸酯胶
300041,汽车制动液
300041,太阳能电池背膜
300043,游戏业务
300043,玩具业务
300043,足球俱乐部业务
300042,电子设备
300042,房屋租赁
300045,电子信息
300045,轨道交通装备
300046,晶闸管
300046,模块
300046,文化类作品
300047,应用软件
300047,技术服务
300047,运营业务
300047,系统集成
300047,网络产品销售
300049,医药
300050,通信服务行业
300050,职业教育行业
300048,节能设备高端制造
300048,节能环保
300051,企业邮箱
300051,网络域名
300051,网站建设
300051,移动终端产品
300051,软件产品销售
300051,移动电子商务
300051,游戏产品
300051,移动转售通信产品
300051,房屋租赁
300052,游戏业务
300052,云服务业务
300052,科技文旅业务
300053,安防
300053,测绘
300053,大数据运维
300053,集成电路
300054,光电新材料
300054,功能性新材料
300054,集成电路芯片设计与制程工艺材料
300055,工业水处理
300055,保温管道制造行业
300057,复合纸
300057,转移纸
300057,高精度铝箔
300057,功能性薄膜
300058,服务业务
300058,广告业务
300058,销售业务
300061,信用卡客户交叉营销
300061,航旅消费特征模型服务
300061,互联网流量增值分发
300061,树脂镜片相关
300061,保险中介服务
300061,保险中介服务
300059,证券业务
300059,金融电子商务服务业务
300059,金融数据服务业务
300059,互联网广告服务业务
300064,超硬材料
300064,超硬材料制品
300062,智能电网
300062,轨道交通
300062,充电桩
300062,光伏发电
300062,新能源车充电站运营
